Geneid	Chr	Start	End	Length
XP_003662530.1	NC_016474;NC_016474;NC_016474	444749;445010;445547	444944;445431;446581	1653
XP_003662531.1	NC_016474	446722	447201	480
XP_003662532.1	NC_016474;NC_016474;NC_016474	447654;447995;448240	447868;448176;448532	690
XP_003662533.1	NC_016474;NC_016474	449016;449486	449042;449701	243
XP_003662534.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	451215;451850;452046;452166;453540	451745;451982;452110;453468;453928	2421
XP_003662535.1	NC_016474;NC_016474;NC_016474	455749;456760;457346	456662;457237;457996	2043
XP_003662536.1	NC_016474	458675	459406	732
XP_003662537.1	NC_016474;NC_016474;NC_016474	463134;463316;463447	463232;463372;463512	222
XP_003662538.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	464401;464758;466210;466562;468523;469234;469655;469883;469957;471441	464684;466069;466404;466830;469102;469577;469824;469887;471296;471534	4593
XP_003662539.1	NC_016474;NC_016474;NC_016474	472514;473131;473361	473018;473286;474430	1731
XP_003662540.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	474685;475068;475258;475348;475768;475963;476184;476392;476739	474948;475190;475283;475687;475899;475996;476293;476663;476880	1443
XP_003662541.1	NC_016474	480668	480904	237
XP_003662542.1	NC_016474	481087	482976	1890
XP_003662543.1	NC_016474;NC_016474	484380;484717	484595;485025	525
XP_003662544.1	NC_016474;NC_016474	487497;488426	488358;488508	945
XP_003662545.1	NC_016474	489411	489914	504
XP_003662546.1	NC_016474	490378	491742	1365
XP_003662547.1	NC_016474	511307	512800	1494
XP_003662548.1	NC_016474	514861	516537	1677
XP_003662549.1	NC_016474;NC_016474;NC_016474;NC_016474	518911;519223;519409;519642	519073;519311;519565;519781	549
XP_003662550.1	NC_016474	521125	522522	1398
XP_003662551.1	NC_016474	523878	524243	366
XP_003662552.1	NC_016474;NC_016474;NC_016474	525803;526843;527204	526689;527135;527505	1482
XP_003662553.1	NC_016474;NC_016474;NC_016474	528218;528814;529831	528714;529622;530072	1548
XP_003662554.1	NC_016474;NC_016474;NC_016474	531822;532149;532510	531991;532374;533013	900
XP_003662555.1	NC_016474;NC_016474	534228;535200	535117;535422	1113
XP_003662556.1	NC_016474;NC_016474	537636;538185	538067;538193	441
XP_003662557.1	NC_016474;NC_016474	538733;541476	541403;541558	2754
XP_003662558.1	NC_016474	543304	544512	1209
XP_003662559.1	NC_016474	545676	547655	1980
XP_003662560.1	NC_016474	548482	549642	1161
XP_003662561.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	551266;552128;553545;554461;555498	551973;553446;554335;555395;556262	4518
XP_003662562.1	NC_016474;NC_016474	558953;559279	559152;559741	663
XP_003662563.1	NC_016474;NC_016474;NC_016474	560051;560271;560574	560238;560461;560860	666
XP_003662564.1	NC_016474;NC_016474	584472;584790	584671;585336	747
XP_003662565.1	NC_016474	585849	586343	495
XP_003662566.1	NC_016474;NC_016474;NC_016474;NC_016474	587981;588381;589480;589679	588254;589382;589579;589937	1635
MYCTH_t80	NC_016474	590737	590821	85
XP_003662567.1	NC_016474;NC_016474	591455;592167	591988;592310	678
XP_003662568.1	NC_016474	596516	598363	1848
XP_003662569.1	NC_016474	599234	600451	1218
XP_003662570.1	NC_016474	603350	604516	1167
XP_003662571.1	NC_016474;NC_016474	605769;607112	607048;607208	1377
XP_003662572.1	NC_016474;NC_016474;NC_016474	607692;608145;608296	608075;608242;608332	519
XP_003662573.1	NC_016474	609144	610097	954
XP_003662574.1	NC_016474;NC_016474	610668;610818	610763;612251	1530
XP_003662575.1	NC_016474;NC_016474;NC_016474	613107;613614;614249	613550;614155;614402	1140
XP_003662576.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	616733;617384;617591;617720;618265;618387;618855;619040;619170;619443	617305;617535;617622;618189;618320;618624;618937;619117;619363;620386	2820
XP_003662577.1	NC_016474;NC_016474;NC_016474	622949;623265;623864	623202;623792;624416	1335
XP_003662578.1	NC_016474;NC_016474	625992;626171	626093;626812	744
XP_003662579.1	NC_016474;NC_016474;NC_016474	627491;627753;628330	627667;628233;628571	900
XP_003662580.1	NC_016474	681541	681837	297
XP_003662581.1	NC_016474	691510	694884	3375
XP_003662582.1	NC_016474;NC_016474	695156;695349	695292;696324	1113
XP_003662583.1	NC_016474;NC_016474	699057;699532	699450;700454	1317
XP_003662584.1	NC_016474;NC_016474	701412;703045	702984;703412	1941
XP_003662585.1	NC_016474;NC_016474;NC_016474;NC_016474	703965;704068;704187;704360	704008;704104;704273;704482	291
XP_003662586.1	NC_016474;NC_016474	705138;705850	705781;706072	867
XP_003662587.1	NC_016474;NC_016474	707130;707570	707505;707871	678
XP_003662588.1	NC_016474	708581	709360	780
XP_003662589.1	NC_016474;NC_016474	709791;710047	709985;710805	954
XP_003662590.1	NC_016474;NC_016474	711594;711686	711608;712735	1065
XP_003662591.1	NC_016474;NC_016474;NC_016474	721073;721340;724833	721181;724771;724918	3627
XP_003662592.1	NC_016474	726092	726274	183
XP_003662593.1	NC_016474	727652	727882	231
XP_003662594.1	NC_016474;NC_016474;NC_016474	728307;729225;729474	729147;729393;729648	1185
XP_003662595.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	731003;731387;731571;732569;733554	731328;731395;732499;733453;733819	2415
XP_003662596.1	NC_016474	734961	735971	1011
XP_003662597.1	NC_016474;NC_016474;NC_016474	736330;737250;737946	737190;737882;740273	3822
XP_003662598.1	NC_016474;NC_016474	740965;741204	741150;743813	2796
XP_003662599.1	NC_016474;NC_016474	746051;746790	746704;748604	2469
XP_003662600.1	NC_016474;NC_016474;NC_016474;NC_016474	749203;752030;752280;752516	751875;752143;752280;752997	3270
XP_003662601.1	NC_016474;NC_016474;NC_016474	754850;755123;756102	755057;756031;756454	1470
XP_003662602.1	NC_016474;NC_016474	756865;757407	757335;757808	873
XP_003662603.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	758493;758609;758986;759091;759335	758548;758914;759033;759106;759367	459
XP_003662604.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	760858;761072;761384;762137;762276	761016;761327;762072;762221;762442	1356
XP_003662605.1	NC_016474;NC_016474	763517;763726	763666;764124	549
XP_003662606.1	NC_016474;NC_016474;NC_016474	764471;764987;765340	764930;765153;765483	771
XP_003662607.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	766315;766460;766536;766684;766906	766402;766482;766567;766841;767057	453
XP_003662608.1	NC_016474;NC_016474;NC_016474	767885;769204;770245	769147;770195;770590	2601
XP_003662609.1	NC_016474;NC_016474	771365;776135	776011;778612	7125
XP_003662610.1	NC_016474;NC_016474;NC_016474	783874;784337;784650	784285;784570;784786	783
XP_003662611.1	NC_016474	788627	788836	210
XP_003662612.1	NC_016474	791847	794051	2205
XP_003662613.1	NC_016474;NC_016474	794689;795002	794886;795484	681
XP_003662614.1	NC_016474;NC_016474;NC_016474	797693;798022;798359	797920;798297;798721	867
XP_003662615.1	NC_016474;NC_016474	799612;800093	799942;800553	792
XP_003662616.1	NC_016474	801253	802623	1371
XP_003662617.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	806071;806162;806628;806941;807019;807526	806099;806515;806800;806944;807465;807559	1041
XP_003662618.1	NC_016474	814904	815374	471
XP_003662619.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	818091;818213;818419;819039;819208;820449	818149;818362;818547;819146;820328;820540	1659
XP_003662620.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	821301;821446;821606;821858;821936;822109;822231;822455;822775;823329;823486;823778	821339;821525;821802;821876;822044;822177;822381;822614;823189;823411;823667;823830	1557
XP_003662621.1	NC_016474;NC_016474;NC_016474	824393;827956;829234	827801;829079;829344	4644
XP_003662622.1	NC_016474;NC_016474;NC_016474	830829;831071;831857	830965;831720;831984	915
XP_003662623.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	833803;834024;834225;834427;834915	833826;834153;834302;834866;834986	744
XP_003662624.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	839004;839088;839330;839727;839950;840879	839018;839237;839665;839891;840819;840899	1557
XP_003662625.1	NC_016474	843443	844414	972
XP_003662626.1	NC_016474;NC_016474;NC_016474	845227;845436;845551	845355;845499;845762	405
XP_003662627.1	NC_016474;NC_016474;NC_016474	846315;846443;846852	846352;846566;847040	351
XP_003662628.1	NC_016474;NC_016474	848158;848979	848881;849181	927
XP_003662629.1	NC_016474;NC_016474;NC_016474;NC_016474	849826;850115;850932;851519	850044;850866;851418;851635	1575
XP_003662630.1	NC_016474;NC_016474;NC_016474;NC_016474	852377;852727;852958;853323	852655;852894;853256;853647	1071
XP_003662631.1	NC_016474	853978	854919	942
XP_003662632.1	NC_016474;NC_016474;NC_016474	856991;857406;859684	857237;859618;860895	3672
XP_003662633.1	NC_016474	861375	862907	1533
XP_003662634.1	NC_016474	864706	866157	1452
XP_003662635.1	NC_016474;NC_016474;NC_016474	867341;868508;869330	868453;869263;869599	2139
XP_003662636.1	NC_016474;NC_016474;NC_016474	870135;870471;870621	870412;870571;874237	3996
XP_003662637.1	NC_016474;NC_016474;NC_016474;NC_016474	878167;878833;879625;882670	878772;879261;882612;883056	4410
XP_003662638.1	NC_016474;NC_016474;NC_016474;NC_016474	884559;886441;888792;888976	886325;888729;888895;889267	4452
XP_003662639.1	NC_016474;NC_016474	889906;890504	890439;892150	2181
XP_003662640.1	NC_016474	892463	892906	444
XP_003662641.1	NC_016474	893115	893867	753
XP_003662642.1	NC_016474;NC_016474;NC_016474;NC_016474	894728;895061;895699;895890	894970;895633;895823;895953	1005
XP_003662643.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	897420;898281;899075;899291;899553	898216;899019;899234;899490;900338	2682
XP_003662644.1	NC_016474;NC_016474;NC_016474;NC_016474	902751;903188;903894;904110	903131;903835;903989;904487	1503
XP_003662645.1	NC_016474;NC_016474;NC_016474	906813;906925;907122	906863;907068;908243	1317
XP_003662646.1	NC_016474	908597	909880	1284
XP_003662647.1	NC_016474;NC_016474	911763;912903	912824;913142	1302
XP_003662648.1	NC_016474;NC_016474;NC_016474	915106;915401;915950	915333;915879;916349	1107
XP_003662649.1	NC_016474;NC_016474	917310;917520	917416;918888	1476
XP_003662650.1	NC_016474;NC_016474;NC_016474	919195;919513;920271	919433;920189;920287	933
XP_003662651.1	NC_016474	921637	923067	1431
XP_003662652.1	NC_016474;NC_016474;NC_016474	924327;924548;924839	924467;924782;925599	1137
XP_003662653.1	NC_016474;NC_016474	926207;926340	926278;926765	498
XP_003662654.1	NC_016474;NC_016474;NC_016474	927249;928252;928584	928196;928518;928613	1245
XP_003662655.1	NC_016474;NC_016474	929765;930252	930194;930364	543
XP_003662656.1	NC_016474	932048	934657	2610
XP_003662657.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	935519;935791;936103;936679;936797;936959;937070	935732;936044;936615;936731;936890;936968;937134	1203
XP_003662658.1	NC_016474	939344	940288	945
XP_003662659.1	NC_016474	940728	941522	795
MYCTH_t97	NC_016474	942762	942861	100
XP_003662660.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	943368;943497;943663;943871;944073;944551;944641	943401;943585;943805;944017;944494;944587;945586	1818
XP_003662661.1	NC_016474;NC_016474;NC_016474;NC_016474	945916;947282;947510;947816	947233;947454;947740;948112	2019
XP_003662662.1	NC_016474;NC_016474;NC_016474	949224;949874;950661	949733;950575;950798	1350
XP_003662663.1	NC_016474;NC_016474;NC_016474	956557;956834;959530	956682;959453;959720	2937
XP_003662664.1	NC_016474;NC_016474;NC_016474;NC_016474	961216;961694;962128;962315	961588;961998;962260;962661	1158
XP_003662665.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	962862;962952;963238;963902;964710	962894;963166;963757;964623;964728	1509
XP_003662666.1	NC_016474;NC_016474;NC_016474	968610;970981;971464	970915;971136;971737	2736
XP_003662667.1	NC_016474	975714	976463	750
XP_003662668.1	NC_016474;NC_016474;NC_016474	977333;977817;977998	977730;977930;978253	768
XP_003662669.1	NC_016474;NC_016474;NC_016474	979449;979531;979708	979459;979600;979896	270
XP_003662670.1	NC_016474;NC_016474;NC_016474	980490;981958;986081	981851;986008;986151	5484
XP_003662671.1	NC_016474;NC_016474	987099;987511	987421;989503	2316
XP_003662672.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	990531;990858;991112;991384;991680	990732;991055;991215;991617;991703	762
XP_003662673.1	NC_016474;NC_016474	992578;993647	993549;993817	1143
XP_003662674.1	NC_016474;NC_016474;NC_016474	994791;995082;995361	995030;995286;996274	1359
XP_003662675.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	996852;997878;998011;998651;998733	997828;997952;998583;998678;998807	1728
XP_003662676.1	NC_016474	999413	1001230	1818
XP_003662677.1	NC_016474;NC_016474	1001534;1003813	1003564;1003872	2091
XP_003662678.1	NC_016474;NC_016474	1007564;1008215	1008064;1008805	1092
XP_003662679.1	NC_016474;NC_016474	1009751;1010002	1009908;1011961	2118
XP_003662680.1	NC_016474;NC_016474;NC_016474	1016994;1017470;1017962	1017409;1017905;1017964	855
XP_003662681.1	NC_016474;NC_016474;NC_016474	1018926;1019804;1021121	1019747;1021051;1021552	2502
XP_003662682.1	NC_016474;NC_016474	1021888;1022092	1021971;1022886	879
XP_003662683.1	NC_016474;NC_016474;NC_016474	1023511;1023795;1024109	1023673;1023943;1024198	402
XP_003662684.1	NC_016474;NC_016474;NC_016474;NC_016474	1025672;1025927;1026056;1026294	1025861;1025997;1026234;1029003	3150
XP_003662685.1	NC_016474	1033357	1035720	2364
XP_003662686.1	NC_016474;NC_016474	1036605;1036857	1036801;1037574	915
XP_003662687.1	NC_016474;NC_016474	1039092;1039907	1039851;1041267	2121
XP_003662688.1	NC_016474	1042665	1043300	636
XP_003662689.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1044172;1044490;1045041;1046000;1046220	1044420;1044966;1045935;1046081;1046361	1845
XP_003662690.1	NC_016474	1051235	1051636	402
XP_003662691.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1052232;1052338;1052483;1052581;1052763	1052271;1052423;1052506;1052705;1052937	450
XP_003662692.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1053919;1053998;1054088;1054264;1054407;1054926;1055125	1053931;1054029;1054198;1054351;1054869;1055070;1055265	993
XP_003662693.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1055917;1056114;1056274;1056508;1056758	1056048;1056203;1056394;1056652;1056935	666
XP_003662694.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1057963;1058409;1058688;1058873;1059262;1059915	1058353;1058634;1058787;1059183;1059711;1060062	1626
XP_003662695.1	NC_016474;NC_016474;NC_016474	1060802;1061021;1061117	1060964;1061062;1061244	333
XP_003662696.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1062594;1062882;1063068;1063490;1063762;1064110;1064672	1062824;1063009;1063438;1063701;1064045;1064576;1065288	2310
XP_003662697.1	NC_016474;NC_016474;NC_016474	1065594;1065697;1066293	1065596;1066145;1069005	3165
XP_003662698.1	NC_016474	1069493	1071901	2409
XP_003662699.1	NC_016474	1072837	1074555	1719
XP_003662700.1	NC_016474;NC_016474;NC_016474	1075195;1077460;1078464	1076234;1078400;1079116	2634
XP_003662701.1	NC_016474;NC_016474	1081715;1082834	1082783;1083264	1500
XP_003662702.1	NC_016474	1085588	1086265	678
MYCTH_t81	NC_016474	1087170	1087241	72
XP_003662703.1	NC_016474;NC_016474;NC_016474;NC_016474	1087904;1088301;1089034;1089439	1088232;1088944;1089323;1089936	1761
XP_003662704.1	NC_016474;NC_016474	1093321;1094794	1094707;1094837	1431
XP_003662705.1	NC_016474;NC_016474	1096556;1097383	1097238;1097509	810
XP_003662706.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1098919;1099039;1099312;1099863;1100294	1098929;1099261;1099808;1100234;1100903	1713
XP_003662707.1	NC_016474;NC_016474;NC_016474	1101937;1102125;1103721	1101948;1103661;1105234	3063
XP_003662708.1	NC_016474	1106000	1106239	240
XP_003662709.1	NC_016474;NC_016474	1109175;1110778	1110613;1110838	1500
XP_003662710.1	NC_016474	1113828	1114004	177
XP_003662711.1	NC_016474;NC_016474;NC_016474;NC_016474	1118292;1118644;1118806;1121672	1118527;1118746;1121538;1123009	4410
XP_003662712.1	NC_016474;NC_016474;NC_016474	1124659;1125248;1125594	1125108;1125463;1126463	1536
XP_003662713.1	NC_016474;NC_016474;NC_016474;NC_016474	1127597;1128300;1128788;1130938	1128167;1128727;1130856;1131277	3408
XP_003662714.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1132732;1133147;1133613;1134820;1135232;1135802	1133035;1133532;1134743;1135152;1135720;1135864	2706
XP_003662715.1	NC_016474;NC_016474	1136864;1137753	1137591;1138365	1341
XP_003662716.1	NC_016474	1139866	1141074	1209
XP_003662717.1	NC_016474;NC_016474	1142361;1148642	1148491;1148744	6234
XP_003662718.1	NC_016474	1149962	1150129	168
XP_003662719.1	NC_016474	1151920	1152087	168
XP_003662720.1	NC_016474;NC_016474;NC_016474;NC_016474	1160069;1160484;1161478;1161986	1160362;1160678;1161910;1162146	1083
XP_003662721.1	NC_016474;NC_016474;NC_016474	1163891;1165001;1167556	1164875;1166433;1167828	2691
XP_003662722.1	NC_016474	1169599	1169919	321
XP_003662723.1	NC_016474;NC_016474	1171841;1172233	1172166;1173130	1224
XP_003662724.1	NC_016474	1175898	1176863	966
XP_003662725.1	NC_016474;NC_016474;NC_016474	1179001;1179632;1180069	1179551;1179962;1180827	1641
XP_003662726.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1181825;1184069;1184639;1186613;1187397;1193576	1183996;1184580;1186540;1187319;1193500;1194022	11844
XP_003662727.1	NC_016474;NC_016474	1195042;1195488	1195416;1195934	822
XP_003662728.1	NC_016474;NC_016474;NC_016474	1197173;1197411;1197674	1197331;1197575;1198357	1008
XP_003662729.1	NC_016474	1198891	1199634	744
XP_003662730.1	NC_016474;NC_016474	1200562;1201780	1201708;1201868	1236
XP_003662731.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1202910;1203066;1203219;1203440;1204088;1204195;1204361	1202994;1203120;1203368;1204004;1204116;1204287;1204496	1113
XP_003662732.1	NC_016474;NC_016474	1204928;1205819	1205748;1206041	1044
XP_003662733.1	NC_016474;NC_016474	1206613;1207322	1207195;1208349	1611
XP_003662734.1	NC_016474	1209400	1210866	1467
XP_003662735.1	NC_016474;NC_016474;NC_016474;NC_016474	1211983;1212489;1212770;1213733	1212401;1212694;1213671;1213963	1758
XP_003662736.1	NC_016474;NC_016474;NC_016474	1215630;1216298;1216476	1216147;1216378;1217022	1146
XP_003662737.1	NC_016474;NC_016474;NC_016474;NC_016474	1217903;1218068;1218432;1219184	1217970;1218334;1218783;1219561	1065
XP_003662738.1	NC_016474	1221989	1222153	165
XP_003662739.1	NC_016474;NC_016474;NC_016474;NC_016474;NC_016474	1223127;1223266;1223801;1224813;1225037	1223165;1223690;1224723;1224946;1225213	1698
XP_003662740.1	NC_016474	1226913	1227992	1080
XP_003662741.1	NC_016474;NC_016474;NC_016474	1231217;1231439;1231639	1231374;1231586;1231797	465
XP_003662742.1	NC_016474;NC_016474;NC_016474;NC_016474	1242133;1242715;1243058;1245080	1242605;1242947;1244827;1245108	2505
XP_003662743.1	NC_016474;NC_016474	1247185;1247896	1247397;1248879	1197
XP_003662744.1	NC_016474;NC_016474;NC_016474;NC_016474	1249521;1249646;1249780;1250010	1249593;1249693;1249899;1250515	747
XP_003662745.1	NC_016474;NC_016474	1262788;1264007	1263932;1266251	3390
XP_003662746.1	NC_016474	1267192	1269315	2124
XP_003662747.1	NC_016474;NC_016474;NC_016474	1269807;1269943;1270081	1269881;1270006;1270643	702
XP_003662748.1	NC_016474;NC_016474	1271479;1271581	1271519;1271980	441
XP_003662749.1	NC_016474	1272500	1274698	2199
XP_003662750.1	NC_016474;NC_016474	1276066;1277419	1277352;1277595	1464
XP_003662751.1	NC_016474	1277728	1278786	1059
